k,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
165,0,0,0.5,0.5,0.5,0.5,0,0.5,0.159296013,0.5,0,0.840703987,0.5,0,0.276089337,0,0.5,0.723910663
166,0,0,0.5,0.5,0.5,0.5,0.5,0,0.171452277,0,0.5,0.828547723,0,0.5,0.275401582,0.5,0,0.724598418
167,0.30169761,0.30169761,0,0.69830239,0.69830239,0,0.80169761,0.19830239,0.5,0.19830239,0.80169761,0.5,0,0,0,0.5,0.5,0.5
168,0.5,0,0.225869486,0,0.5,0.774130514,0,0,0,0.5,0.5,0,0,0.5,0.347132468,0.5,0,0.652867532
169,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
170,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
171,0.801563635,0.198436365,0.25,0.198436365,0.801563635,0.75,0.966874692,0.033125308,0.25,0.033125308,0.966874692,0.75,0.589556802,0.410443198,0.25,0.410443198,0.589556802,0.75
172,0.305502273,0.305502273,0,0.694497727,0.694497727,0,0.805502273,0.194497727,0.5,0.194497727,0.805502273,0.5,0,0,0,0.5,0.5,0.5
173,0.856052899,0.143947101,0.25,0.143947101,0.856052899,0.75,0.806778821,0.515247799,0.021032659,0.484752201,0.193221179,0.478967341,0.515247799,0.806778821,0.521032659,0.193221179,0.484752201,0.978967341
174,0,0,0,0,0,0.5,0.666605389,0.333394611,0.25,0.333394611,0.666605389,0.75,0.333391552,0.666608448,0.25,0.666608448,0.333391552,0.75
175,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
176,0,0.5,0.349963464,0.5,0,0.650036536,0.5,0,0.083995106,0,0.5,0.916004894,0.5,0,0.329779159,0,0.5,0.670220841
177,0.75,0.875,0.125,0.625,0.375,0.25,0.25,0.625,0.375,0.375,0.25,0.625,0.875,0.125,0.75,0.125,0.75,0.875
178,0.5,0.5,0.5,0.75,0.75,0.75,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625
179,0,0,0,0.5,0.5,0.5,0.301714379,0.301714379,0,0.698285621,0.698285621,0,0.801714379,0.198285621,0.5,0.198285621,0.801714379,0.5
180,0,0.5,0.355117823,0.5,0,0.644882177,0,0,0,0.5,0.5,0,0.5,0,0.301847461,0,0.5,0.698152539
181,0.5,0,0.0002444,0,0.5,0.9997556,0.5,0.5,0.327101181,0,0,0.672898819,0,0,0.186052907,0.5,0.5,0.813947093
182,0.5,0.5,0,0.266893264,0.5,0.33177339,0.733106736,0.5,0.66822661,0,0,0,0.756520569,0,0.338407005,0.243479431,0,0.661592995
183,0,0,0,0.5,0.5,0,0.5,0,0.16640746,0,0.5,0.83359254,0,0.5,0.316681177,0.5,0,0.683318823
184,0.5,0.5,0,0,0,0.5,0.623095276,0.093363811,0,0.376904724,0.906636189,0,0.123095276,0.406636189,0.5,0.876904724,0.593363811,0.5
185,0.5,0,0.225869491,0,0.5,0.774130509,0,0,0,0.5,0.5,0,0,0.5,0.347132475,0.5,0,0.652867525
186,0.5,0,0.205464892,0,0.5,0.794535108,0,0.5,0.345702086,0.5,0,0.654297914,0,0,0,0.5,0.5,0
187,0,0,0,0.5,0.5,0,0.5,0,0.341162269,0,0.5,0.658837731,0,0.5,0.175687547,0.5,0,0.824312453
188,0.5,0,0.195112815,0,0.5,0.804887185,0,0.5,0.344357144,0.5,0,0.655642856,0,0,0,0.5,0.5,0
189,0.5,0.5,0,0,0,0.5,0.752765326,0.155489749,0,0.247234674,0.844510251,0,0.252765326,0.344510251,0.5,0.747234674,0.655489749,0.5
190,0.305920203,0.305920203,0,0.694079797,0.694079797,0,0.805920203,0.194079797,0.5,0.194079797,0.805920203,0.5,0,0,0,0.5,0.5,0.5
191,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
192,0,0,0,0.5,0.5,0,0.5,0,0.359021039,0,0.5,0.640978961,0,0.5,0.279678803,0.5,0,0.720321197
193,0.386855401,0.386855401,0,0.613144599,0.613144599,0,0.886855401,0.113144599,0.5,0.113144599,0.886855401,0.5,0,0,0,0.5,0.5,0.5
194,0,0,0,0.5,0.5,0,0.503259865,0.003016745,0,0.003016745,0.503259865,0,0.496740135,0.496740135,0.49975688,0.996983255,0.996983255,0.50024312
195,0.354581899,0.354581899,0.06371273,0.795724387,0.795724387,0.385029242,0.204275613,0.204275613,0.614970758,0.645418101,0.645418101,0.93628727,0.062959681,0.062959681,0.187733558,0.937040319,0.937040319,0.812266442
196,0.319499435,0.319499435,0,0.680500565,0.680500565,0,0.5,0,0.5,0,0.5,0.5,0.133512311,0.133512311,0,0.866487689,0.866487689,0
197,0,0.5,0.294613361,0.5,0,0.705386639,0.5,0,0.279307851,0,0.5,0.720692149,0,0,0,0.5,0.5,0
198,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75
199,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
200,0.16145217,0.372625831,0,0.83854783,0.627374169,0,0.66145217,0.127374169,0.5,0.33854783,0.872625831,0.5,0,0,0,0.5,0.5,0.5
201,0.415570817,0.415570817,0,0.584429183,0.584429183,0,0.165570817,0.665570817,0.5,0.334429183,0.834429183,0.5,0,0,0,0.75,0.25,0.5
202,0,0,0,0.5,0.5,0,0,0.5,0.17833831,0.5,0,0.82166169,0.5,0,0.317728241,0,0.5,0.682271759
203,0.04242916,0.04242916,0.428577996,0.95757084,0.95757084,0.571422004,0.684815636,0.684815636,0.208998714,0.315184364,0.315184364,0.791001286,0.349861119,0.349861119,0.121950915,0.650138881,0.650138881,0.878049085
204,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
205,0.5,0.5,0,0,0,0.5,0.623095282,0.093363827,0,0.376904718,0.906636173,0,0.123095282,0.406636173,0.5,0.876904718,0.593363827,0.5
206,0,0,0,0.15494338,0.15494338,0,0.84505662,0.84505662,0,0.5,0,0.5,0.3530195,0.3530195,0,0.6469805,0.6469805,0
207,0,0.5,0.280581177,0.5,0,0.719418823,0,0,0,0.5,0.5,0,0.5,0,0.344727234,0,0.5,0.655272766
208,0,0.5,0.432959555,0.5,0,0.567040445,0,0,0,0.5,0.5,0,0,0.5,0.207024114,0.5,0,0.792975886
209,0.5,0,0.5,0,0.5,0.5,0.312786683,0.312786683,0,0.687213317,0.687213317,0,0.140744991,0.140744991,0,0.859255009,0.859255009,0
210,0,0,0.5,0.5,0.5,0.5,0,0.5,0.15929601,0.5,0,0.84070399,0.5,0,0.276089332,0,0.5,0.723910668
211,0,0,0.5,0.5,0.5,0.5,0.5,0,0.171452287,0,0.5,0.828547713,0,0.5,0.275401598,0.5,0,0.724598402
212,0.75,0.875,0.125,0.625,0.375,0.25,0.25,0.625,0.375,0.375,0.25,0.625,0.875,0.125,0.75,0.125,0.75,0.875
213,0.140103522,0.152119613,0.032142111,0.591573892,0.603481647,0.393543742,0.396518353,0.408426108,0.606456258,0.847880387,0.859896478,0.967857889,0.840275757,0.852553698,0.298452735,0.147446302,0.159724243,0.701547265
214,0.5,0.5,0,0.217921493,0.636075836,0.113934145,0.896012652,0.782078507,0.418154343,0.363924164,0.477858309,0.581845657,0.522141691,0.103987348,0.886065855,0.25,0.75,0.5
215,0.670478741,0.134699375,0,0.329521259,0.865300625,0,0.170478741,0.365300625,0.5,0.829521259,0.634699375,0.5,0.5,0.5,0,0,0,0.5
216,0.333333333,0.666666667,0.062098551,0.666666667,0.333333333,0.562098551,0.333333333,0.666666667,0.460105858,0.666666667,0.333333333,0.960105858,0,0,0.247795279,0,0,0.747795279
217,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
218,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
219,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
220,0.5,0.5,0,0.75,0.25,0.5,0.25,0.75,0.5,0,0,0,0.353645052,0.353645052,0,0.646354948,0.646354948,0
221,0,0,0,0.5,0.5,0,0,0.5,0.365575639,0.5,0,0.634424361,0.5,0,0.202614627,0,0.5,0.797385373
222,0,0.5,0.329799243,0.5,0,0.670200757,0,0,0,0.5,0.5,0,0.5,0,0.198992279,0,0.5,0.801007721
223,0.283036387,0.008099302,0.274937084,0.733162218,0.008099302,0.725062916,0.519622716,0.339590379,0.180032336,0.159558043,0.339590379,0.819967664,0.707142706,0.707142706,0,0.13567772,0.63567772,0.5
224,0.113144589,0.113144589,0,0.886855411,0.886855411,0,0.613144589,0.386855411,0.5,0.386855411,0.613144589,0.5,0.5,0.5,0,0,0,0.5
225,0,0,0,0.333333333,0.666666667,0.313556609,0.666666667,0.333333333,0.686443391,0.666666667,0.333333333,0.351724834,0,0,0.5,0.333333333,0.666666667,0.648275166
226,0.763258113,0.159895397,0,0.236741887,0.840104603,0,0.263258113,0.340104603,0.5,0.736741887,0.659895397,0.5,0.5,0.5,0,0,0,0.5
227,0.333333333,0.666666667,0.000314719,0,0,0.249678793,0.666666667,0.333333333,0.500314719,0,0,0.749678793,0.333333333,0.666666667,0.375006438,0.666666667,0.333333333,0.875006438
228,0,0.5,0.154158925,0.5,0,0.845841075,0.5,0,0.275729985,0,0.5,0.724270015,0,0,0.5,0.5,0.5,0.5
229,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
230,0.5,0.5,0,0,0,0.5,0.662807862,0.127813394,0,0.337192138,0.872186606,0,0.162807862,0.372186606,0.5,0.837192138,0.627813394,0.5
231,0.5,0.5,0,0,0,0.5,0.682295239,0.142526816,0,0.317704761,0.857473184,0,0.182295239,0.357473184,0.5,0.817704761,0.642526816,0.5
232,0.170855126,0.365130752,0,0.829144874,0.634869248,0,0.670855126,0.134869248,0.5,0.329144874,0.865130752,0.5,0,0,0,0.5,0.5,0.5
233,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
234,0,0,0,0.5,0,0,0,0.5,0,0,0,0.286378255,0,0,0.713621745,0.5,0.5,0.5
235,0,0,0,0,0,0.5,0.666605359,0.333394641,0.25,0.333394641,0.666605359,0.75,0.333391538,0.666608462,0.25,0.666608462,0.333391538,0.75
236,0,0,0,0.5,0.5,0.5,0.181836055,0.35786468,0,0.818163945,0.64213532,0,0.681836055,0.14213532,0.5,0.318163945,0.85786468,0.5
237,0.166577818,0.833422182,0.031646685,0.833422182,0.166577818,0.531646685,0.16672129,0.83327871,0.434086568,0.83327871,0.16672129,0.934086568,0.499944337,0.500055663,0.259266803,0.500055663,0.499944337,0.759266803
238,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
239,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
240,0.5,0,0.208181395,0,0.5,0.791818605,0,0.5,0.352903747,0.5,0,0.647096253,0,0,0,0.5,0.5,0
241,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
242,0.181711223,0.181711223,0.181711223,0.332295068,0.332295068,0.332295068,0.667704932,0.667704932,0.667704932,0.818288777,0.818288777,0.818288777,0.075784131,0.075784131,0.075784131,0.924215869,0.924215869,0.924215869
243,0.5,0,0.205464904,0,0.5,0.794535096,0,0.5,0.345702106,0.5,0,0.654297894,0,0,0,0.5,0.5,0
244,0,0,0,0.5,0.5,0,0.5,0,0.341162249,0,0.5,0.658837751,0,0.5,0.175687537,0.5,0,0.824312463
245,0.5,0,0.195112802,0,0.5,0.804887198,0,0.5,0.344357123,0.5,0,0.655642877,0,0,0,0.5,0.5,0
246,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
247,0,0.5,0.349963467,0.5,0,0.650036533,0.5,0,0.083995107,0,0.5,0.916004893,0.5,0,0.329779162,0,0.5,0.670220838
248,0.96834179,0.75,0.103737772,0.03165821,0.25,0.896262228,0.730115742,0.25,0.261992991,0.269884258,0.75,0.738007009,0.242554509,0.75,0.246093774,0.757445491,0.25,0.753906226
249,0.785731423,0.214268577,0,0.214268577,0.785731423,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5
250,0,0.5,0.32296178,0.5,0,0.67703822,0,0,0,0.5,0.5,0,0.5,0,0.11653052,0,0.5,0.88346948
251,0,0.5,0.345350616,0.5,0,0.654649384,0,0,0,0.5,0.5,0,0.5,0,0.147278715,0,0.5,0.852721285
252,0,0,0,0.5,0.5,0,0.5,0,0.372327252,0,0.5,0.627672748,0,0.5,0.28449916,0.5,0,0.71550084
253,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,0
254,0,0.5,0.166430927,0.5,0,0.833569073,0.5,0,0.367087006,0,0.5,0.632912994,0,0,0,0.5,0.5,0
255,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0
256,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5
257,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
258,0.5,0,0.27345375,0,0.5,0.72654625,0,0,0,0.5,0.5,0,0,0.5,0.370047371,0.5,0,0.629952629
259,0,0,0,0.5,0.5,0.5,0.223695592,0.223695592,0,0.776304408,0.776304408,0,0.723695592,0.276304408,0.5,0.276304408,0.723695592,0.5
260,0.5,0.5,0.5,0.097398215,0.097398215,0.097398215,0.345229389,0.345229389,0.345229389,0.654770611,0.654770611,0.654770611,0.902601785,0.902601785,0.902601785,0,0,0
261,0.208371385,0.208371385,0,0.791628615,0.791628615,0,0.541628615,0.041628615,0.5,0.958371385,0.458371385,0.5,0,0,0,0.75,0.25,0.5
262,0.35055987,0.35055987,0,0.64944013,0.64944013,0,0,0,0,0.160462481,0.160462481,0,0.839537519,0.839537519,0,0.5,0,0.5
263,0.375,0.880445268,0.005445268,0.119554732,0.125,0.494554732,0.630445268,0.625,0.505445268,0.875,0.369554732,0.994554732,0,0,0,0.75,0.25,0.5
264,0,0,0,0.75,0.25,0.5,0.232174328,0.232174328,0,0.767825672,0.767825672,0,0.517825672,0.017825672,0.5,0.982174328,0.482174328,0.5
265,0,0.5,0.3732708,0.5,0,0.6267292,0,0,0,0.5,0.5,0,0.5,0,0.162678205,0,0.5,0.837321795
266,0,0.5,0.440811273,0.5,0,0.559188727,0,0,0,0.5,0.5,0,0,0.5,0.208736336,0.5,0,0.791263664
267,0,0,0,0.5,0,0,0,0.5,0,0,0,0.286378245,0,0,0.713621755,0.5,0.5,0.5
268,0.147797342,0.25,0.212275271,0.852202658,0.75,0.787724729,0.600666229,0.75,0.119943137,0.770968573,0.25,0.482294374,0.229031427,0.75,0.517705626,0.399333771,0.25,0.880056863
269,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75
270,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.282406804,0,0.5,0.717593196
271,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
272,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
273,0,0,0,0.222950051,0.5,0.205125661,0.696604862,0,0.324289381,0.303395138,0,0.675710619,0.777049949,0.5,0.794874339,0.5,0.5,0.5
274,0.354581872,0.354581872,0.063712742,0.795724358,0.795724358,0.385029224,0.204275642,0.204275642,0.614970776,0.645418128,0.645418128,0.936287258,0.062959662,0.062959662,0.187733589,0.937040338,0.937040338,0.812266411
275,0.5,0.5,0.329351145,0,0,0.670648855,0,0,0.046324966,0.5,0.5,0.953675034,0,0.5,0.115623035,0.5,0,0.884376965
276,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.12363951,0.666666667,0.333333333,0.37636049,0.333333333,0.666666667,0.62363951,0.333333333,0.666666667,0.87636049
277,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75,0,0,0,0,0,0.5
278,0,0,0,0.5,0.5,0,0.5,0,0.26972628,0,0.5,0.73027372,0,0.5,0.300250936,0.5,0,0.699749064
279,0.416713871,0.416713871,0.416713871,0.583286129,0.583286129,0.583286129,0.123293499,0.123293499,0.123293499,0.29001034,0.29001034,0.29001034,0.70998966,0.70998966,0.70998966,0.876706501,0.876706501,0.876706501
280,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0,0,0.5,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
281,0,0.5,0.273662025,0.5,0,0.726337975,0,0,0,0.5,0.5,0,0.5,0,0.366793163,0,0.5,0.633206837
282,0.80156362,0.19843638,0.25,0.19843638,0.80156362,0.75,0.966874688,0.033125312,0.25,0.033125312,0.966874688,0.75,0.58955681,0.41044319,0.25,0.41044319,0.58955681,0.75
283,0.5,0.5,0,0,0,0.5,0.673156367,0.326843633,0.5,0.326843633,0.673156367,0.5,0.843386711,0.156613289,0,0.156613289,0.843386711,0
284,0.785731403,0.214268597,0,0.214268597,0.785731403,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5
285,0,0,0.250275192,0,0,0.750275192,0.333333333,0.666666667,0.062097931,0.666666667,0.333333333,0.562097931,0.333333333,0.666666667,0.462626434,0.666666667,0.333333333,0.962626434
286,0.706983053,0.662109594,0.044873459,0.117236135,0.662109594,0.455126541,0.882763865,0.337890406,0.544873459,0.293016947,0.337890406,0.955126541,0.294388383,0.044388383,0.25,0.705611617,0.955611617,0.75
287,0,0,0,0.5,0.5,0,0.5,0,0.228523265,0,0.5,0.771476735,0,0.5,0.355655877,0.5,0,0.644344123
288,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
289,0.625,0.625,0.125,0.625,0.125,0.625,0.125,0.625,0.625,0.625,0.625,0.625,0.5,0.5,0.5,0.75,0.75,0.75
290,0,0.5,0.274238014,0.5,0,0.725761986,0,0,0,0.5,0.5,0,0.5,0,0.368136531,0,0.5,0.631863469
291,0,0,0,0.5,0.5,0,0,0.5,0.176191222,0.5,0,0.823808778,0.5,0,0.32094428,0,0.5,0.67905572
292,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
293,0,0.19522662,0.363293033,0,0.80477338,0.363293033,0.5,0.30477338,0.636706967,0.5,0.69522662,0.636706967,0.5,0.5,0.151478158,0,0,0.848521842
294,0.815447796,0.315447796,0.130895592,0.315447796,0.184552204,0.5,0.684552204,0.815447796,0.5,0.184552204,0.684552204,0.869104408,0.25,0.25,0,0.75,0.75,0
295,0.333333333,0.666666667,0.046144154,0.333333333,0.666666667,0.453855846,0.666666667,0.333333333,0.546144154,0.666666667,0.333333333,0.953855846,0,0,0.25,0,0,0.75
296,0,0,0,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5
297,0,0,0,0,0,0.5,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0.666666667,0.333333333,0.25,0.333333333,0.666666667,0.75
298,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75
299,0,0,0,0.5,0.5,0,0.5,0,0.372327274,0,0.5,0.627672726,0,0.5,0.284499177,0.5,0,0.715500823
300,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
301,0,0,0.243984609,0,0,0.756015391,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0
302,0.5,0.5,0,0,0,0.5,0.727075675,0.138576647,0,0.272924325,0.861423353,0,0.227075675,0.361423353,0.5,0.772924325,0.638576647,0.5
303,0,0.5,0.343684308,0.5,0,0.656315692,0.5,0,0.237300836,0,0.5,0.762699164,0,0,0,0.5,0.5,0
304,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
305,0,0.5,0.343820041,0.5,0,0.656179959,0.5,0,0.23925864,0,0.5,0.76074136,0,0,0,0.5,0.5,0
306,0.333333333,0.666666667,0.051433332,0.333333333,0.666666667,0.448566668,0.666666667,0.333333333,0.551433332,0.666666667,0.333333333,0.948566668,0,0,0.25,0,0,0.75
307,0.307716061,0.307716061,0,0.692283939,0.692283939,0,0.807716061,0.192283939,0.5,0.192283939,0.807716061,0.5,0,0,0,0.5,0.5,0.5
308,0,0,0,0.5,0.5,0,0.5,0,0.370213289,0,0.5,0.629786711,0,0.5,0.17159774,0.5,0,0.82840226
309,0.5,0.5,0,0,0,0.5,0.793992199,0.182856569,0,0.206007801,0.817143431,0,0.293992199,0.317143431,0.5,0.706007801,0.682856569,0.5
310,0,0,0,0.5,0.5,0,0.5,0,0.356852123,0,0.5,0.643147877,0,0.5,0.22855285,0.5,0,0.77144715
311,0.5,0,0.208181404,0,0.5,0.791818596,0,0.5,0.352903762,0.5,0,0.647096238,0,0,0,0.5,0.5,0
312,0.5,0,0.343557085,0,0.5,0.656442915,0,0.5,0.24170823,0.5,0,0.75829177,0,0,0,0.5,0.5,0
313,0.877854776,0.377854776,0.255709552,0.377854776,0.122145224,0.5,0.622145224,0.877854776,0.5,0.122145224,0.622145224,0.744290448,0.25,0.25,0,0.75,0.75,0
314,0,0.5,0.271682321,0.5,0,0.728317679,0,0,0,0.5,0.5,0,0.5,0,0.370942898,0,0.5,0.629057102
315,0.300714817,0.310254094,0,0.699285183,0.689745906,0,0.800714817,0.189745906,0.5,0.199285183,0.810254094,0.5,0,0,0,0.5,0.5,0.5
316,0,0.5,0.227998939,0.5,0,0.772001061,0,0,0,0.5,0.5,0,0.5,0,0.357510007,0,0.5,0.642489993
317,0,0,0,0.75,0.25,0.5,0.416561269,0.416561269,0,0.583438731,0.583438731,0,0.166561269,0.666561269,0.5,0.333438731,0.833438731,0.5
318,0.5,0.5,0.5,0.097398217,0.097398217,0.097398217,0.345229386,0.345229386,0.345229386,0.654770614,0.654770614,0.654770614,0.902601783,0.902601783,0.902601783,0,0,0
319,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
320,0.333333333,0.666666667,0.27876436,0.666666667,0.333333333,0.77876436,0.666666667,0.333333333,0.112960764,0.333333333,0.666666667,0.612960764,0,0,0.499074715,0,0,0.999074715
321,0.161452159,0.372625803,0,0.838547841,0.627374197,0,0.661452159,0.127374197,0.5,0.338547841,0.872625803,0.5,0,0,0,0.5,0.5,0.5
322,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0.666666667,0.333333333,0.5,0.333333333,0.666666667,0.5
323,0,0,0.5,0.5,0.5,0.5,0,0.5,0.300813832,0.5,0,0.699186168,0.5,0,0.175733339,0,0.5,0.824266661
324,0.25,0.25,0,0.75,0.75,0,0.389859712,0.704611577,0.094471289,0.110140288,0.204611577,0.314751864,0.889859712,0.795388423,0.685248136,0.610140288,0.295388423,0.905528711
325,0.25,0.25,0,0.75,0.75,0,0.833566122,0.333566122,0.167132243,0.333566122,0.166433878,0.5,0.666433878,0.833566122,0.5,0.166433878,0.666433878,0.832867757
326,0,0.5,0.265650124,0.5,0,0.734349876,0,0,0,0.5,0.5,0,0.5,0,0.321021208,0,0.5,0.678978792
327,0,0,0,0.5,0.5,0,0.5,0,0.26972627,0,0.5,0.73027373,0,0.5,0.300250926,0.5,0,0.699749074
328,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
329,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
330,0,0,0,0.5,0.5,0.5,0.226950196,0.361943968,0,0.773049804,0.638056032,0,0.726950196,0.138056032,0.5,0.273049804,0.861943968,0.5
331,0.666666667,0.333333333,0.17310467,0.333333333,0.666666667,0.67310467,0.666666667,0.333333333,0.495716065,0.333333333,0.666666667,0.995716065,0,0,0.276278601,0,0,0.776278601
332,0.5,0.5,0.426201527,0,0,0.573798473,0.5,0.5,0.139809166,0,0,0.860190834,0,0,0.365897373,0.5,0.5,0.634102627
333,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.125,0.125,0.125,0.625,0.5,0.5,0.5,0.75,0.75,0.75
334,0,0,0,0.5,0.5,0,0.5,0,0.339196143,0,0.5,0.660803857,0,0.5,0.154179547,0.5,0,0.845820453
335,0.763258128,0.15989535,0,0.236741872,0.84010465,0,0.263258128,0.34010465,0.5,0.736741872,0.65989535,0.5,0.5,0.5,0,0,0,0.5
336,0,0,0.324777061,0,0,0.824777061,0.666648716,0.333351284,0.105971142,0.333351284,0.666648716,0.605971142,0.666636979,0.333363021,0.488251994,0.333363021,0.666636979,0.988251994
337,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.333333333,0.666666667,0.171991726,0.666666667,0.333333333,0.828008274
338,0.700159744,0.450159744,0.25,0.299840256,0.549840256,0.75,0.894651516,0.835772535,0.05887898,0.276893555,0.835772535,0.44112102,0.723106445,0.164227465,0.55887898,0.105348484,0.164227465,0.94112102
339,0,0.5,0.27253589,0.5,0,0.72746411,0,0,0,0.5,0.5,0,0.5,0,0.369024928,0,0.5,0.630975072
340,0,0,0,0.5,0.5,0.5,0.21968798,0.21968798,0,0.78031202,0.78031202,0,0.71968798,0.28031202,0.5,0.28031202,0.71968798,0.5
341,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
342,0.548524066,0.25,0.397993304,0.451475934,0.75,0.602006696,0.76636649,0.75,0.234039857,0.23363351,0.25,0.765960143,0.239309286,0.25,0.251443848,0.760690714,0.75,0.748556152
343,0.333333333,0.666666667,0.25,0.666666667,0.333333333,0.75,0,0,0,0.666666667,0.333333333,0.25,0,0,0.5,0.333333333,0.666666667,0.75
344,0.666666667,0.333333333,0,0.333333333,0.666666667,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0
